Episode,Agent,Position,Total Reward
753,Agent_3,"(9, 9)",1
754,Agent_0,"(9, 9)",1
754,Agent_1,"(9, 9)",-1
754,Agent_2,"(9, 9)",1
754,Agent_3,"(9, 9)",3
755,Agent_0,"(9, 9)",1
755,Agent_1,"(9, 9)",1
755,Agent_2,"(9, 9)",2
755,Agent_3,"(9, 9)",0
756,Agent_0,"(9, 9)",-1
756,Agent_1,"(9, 9)",-1
756,Agent_2,"(9, 9)",1
756,Agent_3,"(9, 9)",3
757,Agent_0,"(9, 9)",3
757,Agent_1,"(9, 9)",1
757,Agent_2,"(9, 9)",3
757,Agent_3,"(9, 9)",2
758,Agent_0,"(9, 9)",1
758,Agent_1,"(9, 9)",1
758,Agent_2,"(9, 9)",3
758,Agent_3,"(9, 9)",2
759,Agent_0,"(9, 9)",1
759,Agent_1,"(9, 9)",-2
759,Agent_2,"(9, 9)",1
759,Agent_3,"(9, 9)",-1
760,Agent_0,"(9, 9)",2
760,Agent_1,"(9, 9)",3
760,Agent_2,"(9, 9)",3
760,Agent_3,"(9, 9)",-2
761,Agent_0,"(9, 9)",-7
761,Agent_1,"(9, 9)",2
761,Agent_2,"(9, 9)",0
761,Agent_3,"(9, 9)",3
762,Agent_0,"(9, 9)",1
762,Agent_1,"(9, 9)",-1
762,Agent_2,"(9, 9)",2
762,Agent_3,"(9, 9)",2
763,Agent_0,"(9, 9)",1
763,Agent_1,"(9, 9)",2
763,Agent_2,"(9, 9)",0
763,Agent_3,"(9, 9)",1
764,Agent_0,"(9, 9)",1
764,Agent_1,"(9, 9)",1
764,Agent_2,"(9, 9)",0
764,Agent_3,"(9, 9)",3
765,Agent_0,"(9, 9)",-5
765,Agent_1,"(9, 9)",-9
765,Agent_2,"(9, 9)",-3
765,Agent_3,"(9, 9)",3
766,Agent_0,"(9, 9)",-2
766,Agent_1,"(9, 9)",1
766,Agent_2,"(9, 9)",1
766,Agent_3,"(9, 9)",1
767,Agent_0,"(9, 9)",3
767,Agent_1,"(9, 9)",1
767,Agent_2,"(9, 9)",1
767,Agent_3,"(9, 9)",3
768,Agent_0,"(9, 9)",3
768,Agent_1,"(9, 9)",3
768,Agent_2,"(9, 9)",-1
768,Agent_3,"(9, 9)",3
769,Agent_0,"(9, 9)",2
769,Agent_1,"(9, 9)",3
769,Agent_2,"(9, 9)",0
769,Agent_3,"(9, 9)",1
770,Agent_0,"(9, 9)",-2
770,Agent_1,"(9, 9)",3
770,Agent_2,"(9, 9)",3
770,Agent_3,"(9, 9)",2
771,Agent_0,"(9, 9)",3
771,Agent_1,"(9, 9)",3
771,Agent_2,"(9, 9)",2
771,Agent_3,"(9, 9)",1
772,Agent_0,"(9, 9)",1
772,Agent_1,"(9, 9)",1
772,Agent_2,"(9, 9)",2
772,Agent_3,"(9, 9)",3
773,Agent_0,"(9, 9)",-1
773,Agent_1,"(9, 9)",1
773,Agent_2,"(9, 9)",3
773,Agent_3,"(9, 9)",-3
774,Agent_0,"(9, 9)",-1
774,Agent_1,"(9, 9)",1
774,Agent_2,"(9, 9)",3
774,Agent_3,"(9, 9)",3
775,Agent_0,"(9, 9)",1
775,Agent_1,"(9, 9)",0
775,Agent_2,"(9, 9)",-4
775,Agent_3,"(9, 9)",3
776,Agent_0,"(9, 9)",-1
776,Agent_1,"(9, 9)",3
776,Agent_2,"(9, 9)",3
776,Agent_3,"(9, 9)",3
777,Agent_0,"(9, 9)",2
777,Agent_1,"(9, 9)",-1
777,Agent_2,"(9, 9)",3
777,Agent_3,"(9, 9)",2
778,Agent_0,"(9, 9)",-1
778,Agent_1,"(9, 9)",3
778,Agent_2,"(9, 9)",1
778,Agent_3,"(9, 9)",0
779,Agent_0,"(9, 9)",1
779,Agent_1,"(9, 9)",3
779,Agent_2,"(9, 9)",1
779,Agent_3,"(9, 9)",1
780,Agent_0,"(9, 9)",3
780,Agent_1,"(9, 9)",3
780,Agent_2,"(9, 9)",1
780,Agent_3,"(9, 9)",3
781,Agent_0,"(9, 9)",3
781,Agent_1,"(9, 9)",1
781,Agent_2,"(9, 9)",1
781,Agent_3,"(9, 9)",3
782,Agent_0,"(9, 9)",-7
782,Agent_1,"(9, 9)",2
782,Agent_2,"(9, 9)",3
782,Agent_3,"(9, 9)",1
783,Agent_0,"(9, 9)",-1
783,Agent_1,"(9, 9)",2
783,Agent_2,"(9, 9)",3
783,Agent_3,"(9, 9)",1
784,Agent_0,"(9, 9)",0
784,Agent_1,"(9, 9)",3
784,Agent_2,"(9, 9)",-1
784,Agent_3,"(9, 9)",1
785,Agent_0,"(9, 9)",3
785,Agent_1,"(9, 9)",3
785,Agent_2,"(9, 9)",1
785,Agent_3,"(9, 9)",0
786,Agent_0,"(9, 9)",0
786,Agent_1,"(9, 9)",0
786,Agent_2,"(9, 9)",3
786,Agent_3,"(9, 9)",3
787,Agent_0,"(9, 9)",1
787,Agent_1,"(9, 9)",-3
787,Agent_2,"(9, 9)",3
787,Agent_3,"(9, 9)",1
788,Agent_0,"(9, 9)",1
788,Agent_1,"(9, 9)",3
788,Agent_2,"(9, 9)",1
788,Agent_3,"(9, 9)",3
789,Agent_0,"(9, 9)",3
789,Agent_1,"(9, 9)",3
789,Agent_2,"(9, 9)",0
789,Agent_3,"(9, 9)",3
790,Agent_0,"(9, 9)",-3
790,Agent_1,"(9, 9)",1
790,Agent_2,"(9, 9)",-8
790,Agent_3,"(9, 9)",3
791,Agent_0,"(9, 9)",2
791,Agent_1,"(9, 9)",0
791,Agent_2,"(9, 9)",-1
791,Agent_3,"(9, 9)",3
792,Agent_0,"(9, 9)",2
792,Agent_1,"(9, 9)",3
792,Agent_2,"(9, 9)",1
792,Agent_3,"(9, 9)",0
793,Agent_0,"(9, 9)",3
793,Agent_1,"(9, 9)",1
793,Agent_2,"(9, 9)",-2
793,Agent_3,"(9, 9)",3
794,Agent_0,"(9, 9)",-1
794,Agent_1,"(9, 9)",3
794,Agent_2,"(9, 9)",-2
794,Agent_3,"(9, 9)",-4
795,Agent_0,"(9, 9)",0
795,Agent_1,"(9, 9)",-1
795,Agent_2,"(9, 9)",-1
795,Agent_3,"(9, 9)",3
796,Agent_0,"(9, 9)",0
796,Agent_1,"(9, 9)",1
796,Agent_2,"(9, 9)",3
796,Agent_3,"(9, 9)",1
797,Agent_0,"(9, 9)",1
797,Agent_1,"(9, 9)",-1
797,Agent_2,"(9, 9)",-1
797,Agent_3,"(9, 9)",-2
798,Agent_0,"(9, 9)",3
798,Agent_1,"(9, 9)",1
798,Agent_2,"(9, 9)",1
798,Agent_3,"(9, 9)",1
799,Agent_0,"(9, 9)",1
799,Agent_1,"(9, 9)",-1
799,Agent_2,"(9, 9)",3
799,Agent_3,"(9, 9)",2
800,Agent_0,"(9, 9)",3
800,Agent_1,"(9, 9)",0
800,Agent_2,"(9, 9)",1
800,Agent_3,"(9, 9)",1
801,Agent_0,"(9, 9)",2
801,Agent_1,"(9, 9)",1
801,Agent_2,"(9, 9)",3
801,Agent_3,"(9, 9)",0
802,Agent_0,"(9, 9)",1
802,Agent_1,"(9, 9)",2
802,Agent_2,"(9, 9)",1
802,Agent_3,"(9, 9)",3
803,Agent_0,"(9, 9)",-1
803,Agent_1,"(9, 9)",3
803,Agent_2,"(9, 9)",-1
803,Agent_3,"(9, 9)",3
804,Agent_0,"(9, 9)",-1
804,Agent_1,"(9, 9)",2
804,Agent_2,"(9, 9)",1
804,Agent_3,"(9, 9)",3
805,Agent_0,"(9, 9)",2
805,Agent_1,"(9, 9)",3
805,Agent_2,"(9, 9)",3
805,Agent_3,"(9, 9)",0
806,Agent_0,"(9, 9)",3
806,Agent_1,"(9, 9)",-1
806,Agent_2,"(9, 9)",3
806,Agent_3,"(9, 9)",1
807,Agent_0,"(9, 9)",3
807,Agent_1,"(9, 9)",-1
807,Agent_2,"(9, 9)",3
807,Agent_3,"(9, 9)",-3
808,Agent_0,"(9, 9)",1
808,Agent_1,"(9, 9)",3
808,Agent_2,"(9, 9)",1
808,Agent_3,"(9, 9)",3
809,Agent_0,"(9, 9)",3
809,Agent_1,"(9, 9)",2
809,Agent_2,"(9, 9)",-3
809,Agent_3,"(9, 9)",3
810,Agent_0,"(9, 9)",1
810,Agent_1,"(9, 9)",-1
810,Agent_2,"(9, 9)",1
810,Agent_3,"(9, 9)",3
811,Agent_0,"(9, 9)",-2
811,Agent_1,"(9, 9)",3
811,Agent_2,"(9, 9)",1
811,Agent_3,"(9, 9)",3
812,Agent_0,"(9, 9)",-4
812,Agent_1,"(9, 9)",1
812,Agent_2,"(9, 9)",3
812,Agent_3,"(9, 9)",3
813,Agent_0,"(9, 9)",-1
813,Agent_1,"(9, 9)",3
813,Agent_2,"(9, 9)",1
813,Agent_3,"(9, 9)",1
814,Agent_0,"(9, 9)",1
814,Agent_1,"(9, 9)",-7
814,Agent_2,"(9, 9)",3
814,Agent_3,"(9, 9)",-1
815,Agent_0,"(9, 9)",-1
815,Agent_1,"(9, 9)",0
815,Agent_2,"(9, 9)",2
815,Agent_3,"(9, 9)",2
816,Agent_0,"(9, 9)",3
816,Agent_1,"(9, 9)",3
816,Agent_2,"(9, 9)",1
816,Agent_3,"(9, 9)",1
817,Agent_0,"(9, 9)",1
817,Agent_1,"(9, 9)",1
817,Agent_2,"(9, 9)",-2
817,Agent_3,"(9, 9)",3
818,Agent_0,"(9, 9)",3
818,Agent_1,"(9, 9)",0
818,Agent_2,"(9, 9)",1
818,Agent_3,"(9, 9)",3
819,Agent_0,"(9, 9)",2
819,Agent_1,"(9, 9)",0
819,Agent_2,"(9, 9)",-1
819,Agent_3,"(9, 9)",1
820,Agent_0,"(9, 9)",1
820,Agent_1,"(9, 9)",3
820,Agent_2,"(9, 9)",3
820,Agent_3,"(9, 9)",3
821,Agent_0,"(9, 9)",3
821,Agent_1,"(9, 9)",1
821,Agent_2,"(9, 9)",1
821,Agent_3,"(9, 9)",3
822,Agent_0,"(9, 9)",3
822,Agent_1,"(9, 9)",2
822,Agent_2,"(9, 9)",1
822,Agent_3,"(9, 9)",1
823,Agent_0,"(9, 9)",3
823,Agent_1,"(9, 9)",1
823,Agent_2,"(9, 9)",1
823,Agent_3,"(9, 9)",1
824,Agent_0,"(9, 9)",-1
824,Agent_1,"(9, 9)",1
824,Agent_2,"(9, 9)",3
824,Agent_3,"(9, 9)",3
825,Agent_0,"(9, 9)",0
825,Agent_1,"(9, 9)",3
825,Agent_2,"(9, 9)",3
825,Agent_3,"(9, 9)",3
826,Agent_0,"(9, 9)",2
826,Agent_1,"(9, 9)",2
826,Agent_2,"(9, 9)",3
826,Agent_3,"(9, 9)",2
827,Agent_0,"(9, 9)",1
827,Agent_1,"(9, 9)",0
827,Agent_2,"(9, 9)",-1
827,Agent_3,"(9, 9)",1
828,Agent_0,"(9, 9)",3
828,Agent_1,"(9, 9)",1
828,Agent_2,"(9, 9)",3
828,Agent_3,"(9, 9)",3
829,Agent_0,"(9, 9)",3
829,Agent_1,"(9, 9)",3
829,Agent_2,"(9, 9)",1
829,Agent_3,"(9, 9)",1
830,Agent_0,"(9, 9)",1
830,Agent_1,"(9, 9)",-2
830,Agent_2,"(9, 9)",3
830,Agent_3,"(9, 9)",3
831,Agent_0,"(9, 9)",-6
831,Agent_1,"(9, 9)",3
831,Agent_2,"(9, 9)",3
831,Agent_3,"(9, 9)",1
832,Agent_0,"(9, 9)",3
832,Agent_1,"(9, 9)",-7
832,Agent_2,"(9, 9)",1
832,Agent_3,"(9, 9)",1
833,Agent_0,"(9, 9)",1
833,Agent_1,"(9, 9)",1
833,Agent_2,"(9, 9)",1
833,Agent_3,"(9, 9)",0
834,Agent_0,"(9, 9)",3
834,Agent_1,"(9, 9)",-1
834,Agent_2,"(9, 9)",2
834,Agent_3,"(9, 9)",3
835,Agent_0,"(9, 9)",0
835,Agent_1,"(9, 9)",3
835,Agent_2,"(9, 9)",1
835,Agent_3,"(9, 9)",1
836,Agent_0,"(9, 9)",-3
836,Agent_1,"(9, 9)",3
836,Agent_2,"(9, 9)",0
836,Agent_3,"(9, 9)",2
837,Agent_0,"(9, 9)",2
837,Agent_1,"(9, 9)",2
837,Agent_2,"(9, 9)",1
837,Agent_3,"(9, 9)",1
838,Agent_0,"(9, 9)",3
838,Agent_1,"(9, 9)",3
838,Agent_2,"(9, 9)",2
838,Agent_3,"(9, 9)",3
839,Agent_0,"(9, 9)",-2
839,Agent_1,"(9, 9)",-2
839,Agent_2,"(9, 9)",3
839,Agent_3,"(9, 9)",3
840,Agent_0,"(9, 9)",1
840,Agent_1,"(9, 9)",3
840,Agent_2,"(9, 9)",-1
840,Agent_3,"(9, 9)",1
841,Agent_0,"(9, 9)",-3
841,Agent_1,"(9, 9)",1
841,Agent_2,"(9, 9)",0
841,Agent_3,"(9, 9)",1
842,Agent_0,"(9, 9)",-1
842,Agent_1,"(9, 9)",1
842,Agent_2,"(9, 9)",-3
842,Agent_3,"(9, 9)",1
843,Agent_0,"(9, 9)",3
843,Agent_1,"(9, 9)",1
843,Agent_2,"(9, 9)",3
843,Agent_3,"(9, 9)",1
844,Agent_0,"(9, 9)",2
844,Agent_1,"(9, 9)",1
844,Agent_2,"(9, 9)",1
844,Agent_3,"(9, 9)",1
845,Agent_0,"(9, 9)",3
845,Agent_1,"(9, 9)",3
845,Agent_2,"(9, 9)",3
845,Agent_3,"(9, 9)",1
846,Agent_0,"(9, 9)",3
846,Agent_1,"(9, 9)",2
846,Agent_2,"(9, 9)",3
846,Agent_3,"(9, 9)",3
847,Agent_0,"(9, 9)",-1
847,Agent_1,"(9, 9)",-1
847,Agent_2,"(9, 9)",3
847,Agent_3,"(9, 9)",3
848,Agent_0,"(9, 9)",-3
848,Agent_1,"(9, 9)",-2
848,Agent_2,"(9, 9)",-1
848,Agent_3,"(9, 9)",3
849,Agent_0,"(9, 9)",0
849,Agent_1,"(9, 9)",-1
849,Agent_2,"(9, 9)",1
849,Agent_3,"(9, 9)",1
850,Agent_0,"(9, 9)",1
850,Agent_1,"(9, 9)",1
850,Agent_2,"(9, 9)",0
850,Agent_3,"(9, 9)",1
851,Agent_0,"(9, 9)",3
851,Agent_1,"(9, 9)",-1
851,Agent_2,"(9, 9)",3
851,Agent_3,"(9, 9)",3
852,Agent_0,"(9, 9)",3
852,Agent_1,"(9, 9)",1
852,Agent_2,"(9, 9)",3
852,Agent_3,"(9, 9)",2
853,Agent_0,"(9, 9)",-4
853,Agent_1,"(9, 9)",1
853,Agent_2,"(9, 9)",0
853,Agent_3,"(9, 9)",-1
854,Agent_0,"(9, 9)",0
854,Agent_1,"(9, 9)",1
854,Agent_2,"(9, 9)",1
854,Agent_3,"(9, 9)",1
855,Agent_0,"(9, 9)",1
855,Agent_1,"(9, 9)",1
855,Agent_2,"(9, 9)",3
855,Agent_3,"(9, 9)",-1
856,Agent_0,"(9, 9)",3
856,Agent_1,"(9, 9)",1
856,Agent_2,"(9, 9)",1
856,Agent_3,"(9, 9)",3
857,Agent_0,"(9, 9)",3
857,Agent_1,"(9, 9)",1
857,Agent_2,"(9, 9)",1
857,Agent_3,"(9, 9)",3
858,Agent_0,"(9, 9)",3
858,Agent_1,"(9, 9)",3
858,Agent_2,"(9, 9)",1
858,Agent_3,"(9, 9)",0
859,Agent_0,"(9, 9)",1
859,Agent_1,"(9, 9)",0
859,Agent_2,"(9, 9)",-3
859,Agent_3,"(9, 9)",2
860,Agent_0,"(9, 9)",1
860,Agent_1,"(9, 9)",1
860,Agent_2,"(9, 9)",3
860,Agent_3,"(9, 9)",3
861,Agent_0,"(9, 9)",3
861,Agent_1,"(9, 9)",1
861,Agent_2,"(9, 9)",3
861,Agent_3,"(9, 9)",3
862,Agent_0,"(9, 9)",3
862,Agent_1,"(9, 9)",3
862,Agent_2,"(9, 9)",1
862,Agent_3,"(9, 9)",3
863,Agent_0,"(9, 9)",1
863,Agent_1,"(9, 9)",2
863,Agent_2,"(9, 9)",-3
863,Agent_3,"(9, 9)",1
864,Agent_0,"(9, 9)",3
864,Agent_1,"(9, 9)",3
864,Agent_2,"(9, 9)",2
864,Agent_3,"(9, 9)",3
865,Agent_0,"(9, 9)",2
865,Agent_1,"(9, 9)",3
865,Agent_2,"(9, 9)",2
865,Agent_3,"(9, 9)",3
866,Agent_0,"(9, 9)",1
866,Agent_1,"(9, 9)",2
866,Agent_2,"(9, 9)",-1
866,Agent_3,"(9, 9)",2
867,Agent_0,"(9, 9)",2
867,Agent_1,"(9, 9)",-1
867,Agent_2,"(9, 9)",-4
867,Agent_3,"(9, 9)",3
868,Agent_0,"(9, 9)",3
868,Agent_1,"(9, 9)",3
868,Agent_2,"(9, 9)",2
868,Agent_3,"(9, 9)",1
869,Agent_0,"(9, 9)",3
869,Agent_1,"(9, 9)",3
869,Agent_2,"(9, 9)",1
869,Agent_3,"(9, 9)",0
870,Agent_0,"(9, 9)",0
870,Agent_1,"(9, 9)",1
870,Agent_2,"(9, 9)",-1
870,Agent_3,"(9, 9)",3
871,Agent_0,"(9, 9)",1
871,Agent_1,"(9, 9)",3
871,Agent_2,"(9, 9)",0
871,Agent_3,"(9, 9)",2
872,Agent_0,"(9, 9)",1
872,Agent_1,"(9, 9)",0
872,Agent_2,"(9, 9)",-1
872,Agent_3,"(9, 9)",-4
873,Agent_0,"(9, 9)",-1
873,Agent_1,"(9, 9)",1
873,Agent_2,"(9, 9)",3
873,Agent_3,"(9, 9)",2
874,Agent_0,"(9, 9)",3
874,Agent_1,"(9, 9)",1
874,Agent_2,"(9, 9)",3
874,Agent_3,"(9, 9)",3
875,Agent_0,"(9, 9)",3
875,Agent_1,"(9, 9)",3
875,Agent_2,"(9, 9)",0
875,Agent_3,"(9, 9)",1
876,Agent_0,"(9, 9)",2
876,Agent_1,"(9, 9)",3
876,Agent_2,"(9, 9)",1
876,Agent_3,"(9, 9)",2
877,Agent_0,"(9, 9)",0
877,Agent_1,"(9, 9)",3
877,Agent_2,"(9, 9)",3
877,Agent_3,"(9, 9)",0
878,Agent_0,"(9, 9)",1
878,Agent_1,"(9, 9)",-2
878,Agent_2,"(9, 9)",3
878,Agent_3,"(9, 9)",3
879,Agent_0,"(9, 9)",3
879,Agent_1,"(9, 9)",3
879,Agent_2,"(9, 9)",3
879,Agent_3,"(9, 9)",1
880,Agent_0,"(9, 9)",3
880,Agent_1,"(9, 9)",3
880,Agent_2,"(9, 9)",3
880,Agent_3,"(9, 9)",-1
881,Agent_0,"(9, 9)",1
881,Agent_1,"(9, 9)",1
881,Agent_2,"(9, 9)",-1
881,Agent_3,"(9, 9)",1
882,Agent_0,"(9, 9)",1
882,Agent_1,"(9, 9)",0
882,Agent_2,"(9, 9)",1
882,Agent_3,"(9, 9)",2
883,Agent_0,"(9, 9)",2
883,Agent_1,"(9, 9)",3
883,Agent_2,"(9, 9)",3
883,Agent_3,"(9, 9)",1
884,Agent_0,"(9, 9)",3
884,Agent_1,"(9, 9)",1
884,Agent_2,"(9, 9)",3
884,Agent_3,"(9, 9)",3
885,Agent_0,"(9, 9)",-10
885,Agent_1,"(9, 9)",1
885,Agent_2,"(9, 9)",-2
885,Agent_3,"(9, 9)",-1
886,Agent_0,"(9, 9)",1
886,Agent_1,"(9, 9)",-2
886,Agent_2,"(9, 9)",-1
886,Agent_3,"(9, 9)",3
887,Agent_0,"(9, 9)",3
887,Agent_1,"(9, 9)",1
887,Agent_2,"(9, 9)",3
887,Agent_3,"(9, 9)",0
888,Agent_0,"(9, 9)",-3
888,Agent_1,"(9, 9)",0
888,Agent_2,"(9, 9)",-1
888,Agent_3,"(9, 9)",3
889,Agent_0,"(9, 9)",1
889,Agent_1,"(9, 9)",1
889,Agent_2,"(9, 9)",3
889,Agent_3,"(9, 9)",3
890,Agent_0,"(9, 9)",-2
890,Agent_1,"(9, 9)",-1
890,Agent_2,"(9, 9)",1
890,Agent_3,"(9, 9)",-4
891,Agent_0,"(9, 9)",3
891,Agent_1,"(9, 9)",1
891,Agent_2,"(9, 9)",3
891,Agent_3,"(9, 9)",1
892,Agent_0,"(9, 9)",3
892,Agent_1,"(9, 9)",1
892,Agent_2,"(9, 9)",-2
892,Agent_3,"(9, 9)",3
893,Agent_0,"(9, 9)",0
893,Agent_1,"(9, 9)",0
893,Agent_2,"(9, 9)",-2
893,Agent_3,"(9, 9)",2
894,Agent_0,"(9, 9)",0
894,Agent_1,"(9, 9)",3
894,Agent_2,"(9, 9)",-1
894,Agent_3,"(9, 9)",-1
895,Agent_0,"(9, 9)",0
895,Agent_1,"(9, 9)",3
895,Agent_2,"(9, 9)",1
895,Agent_3,"(9, 9)",2
896,Agent_0,"(9, 9)",3
896,Agent_1,"(9, 9)",3
896,Agent_2,"(9, 9)",1
896,Agent_3,"(9, 9)",1
897,Agent_0,"(9, 9)",2
897,Agent_1,"(9, 9)",-1
897,Agent_2,"(9, 9)",-1
897,Agent_3,"(9, 9)",3
898,Agent_0,"(9, 9)",-3
898,Agent_1,"(9, 9)",3
898,Agent_2,"(9, 9)",3
898,Agent_3,"(9, 9)",2
899,Agent_0,"(9, 9)",2
899,Agent_1,"(9, 9)",3
899,Agent_2,"(9, 9)",-2
899,Agent_3,"(9, 9)",2
900,Agent_0,"(9, 9)",3
900,Agent_1,"(9, 9)",0
900,Agent_2,"(9, 9)",-1
900,Agent_3,"(9, 9)",3
901,Agent_0,"(9, 9)",3
901,Agent_1,"(9, 9)",3
901,Agent_2,"(9, 9)",3
901,Agent_3,"(9, 9)",3
902,Agent_0,"(9, 9)",-1
902,Agent_1,"(9, 9)",3
902,Agent_2,"(9, 9)",3
902,Agent_3,"(9, 9)",1
903,Agent_0,"(9, 9)",3
903,Agent_1,"(9, 9)",-2
903,Agent_2,"(9, 9)",0
903,Agent_3,"(9, 9)",1
904,Agent_0,"(9, 9)",1
904,Agent_1,"(9, 9)",-1
904,Agent_2,"(9, 9)",0
904,Agent_3,"(9, 9)",3
905,Agent_0,"(9, 9)",1
905,Agent_1,"(9, 9)",1
905,Agent_2,"(9, 9)",1
905,Agent_3,"(9, 9)",-1
906,Agent_0,"(9, 9)",3
906,Agent_1,"(9, 9)",-1
906,Agent_2,"(9, 9)",-3
906,Agent_3,"(9, 9)",3
907,Agent_0,"(9, 9)",-1
907,Agent_1,"(9, 9)",3
907,Agent_2,"(9, 9)",3
907,Agent_3,"(9, 9)",2
908,Agent_0,"(9, 9)",2
908,Agent_1,"(9, 9)",0
908,Agent_2,"(9, 9)",1
908,Agent_3,"(9, 9)",3
909,Agent_0,"(9, 9)",3
909,Agent_1,"(9, 9)",3
909,Agent_2,"(9, 9)",-4
909,Agent_3,"(9, 9)",3
910,Agent_0,"(9, 9)",0
910,Agent_1,"(9, 9)",1
910,Agent_2,"(9, 9)",3
910,Agent_3,"(9, 9)",3
911,Agent_0,"(9, 9)",1
911,Agent_1,"(9, 9)",3
911,Agent_2,"(9, 9)",1
911,Agent_3,"(9, 9)",-2
912,Agent_0,"(9, 9)",1
912,Agent_1,"(9, 9)",2
912,Agent_2,"(9, 9)",1
912,Agent_3,"(9, 9)",-1
913,Agent_0,"(9, 9)",0
913,Agent_1,"(9, 9)",1
913,Agent_2,"(9, 9)",-1
913,Agent_3,"(9, 9)",-1
914,Agent_0,"(9, 9)",1
914,Agent_1,"(9, 9)",1
914,Agent_2,"(9, 9)",1
914,Agent_3,"(9, 9)",2
915,Agent_0,"(9, 9)",3
915,Agent_1,"(9, 9)",3
915,Agent_2,"(9, 9)",3
915,Agent_3,"(9, 9)",-1
916,Agent_0,"(9, 9)",1
916,Agent_1,"(9, 9)",3
916,Agent_2,"(9, 9)",-3
916,Agent_3,"(9, 9)",3
917,Agent_0,"(9, 9)",3
917,Agent_1,"(9, 9)",1
917,Agent_2,"(9, 9)",3
917,Agent_3,"(9, 9)",1
918,Agent_0,"(9, 9)",3
918,Agent_1,"(9, 9)",3
918,Agent_2,"(9, 9)",1
918,Agent_3,"(9, 9)",2
919,Agent_0,"(9, 9)",2
919,Agent_1,"(9, 9)",3
919,Agent_2,"(9, 9)",-1
919,Agent_3,"(9, 9)",3
920,Agent_0,"(9, 9)",1
920,Agent_1,"(9, 9)",3
920,Agent_2,"(9, 9)",1
920,Agent_3,"(9, 9)",-3
921,Agent_0,"(9, 9)",1
921,Agent_1,"(9, 9)",-1
921,Agent_2,"(9, 9)",-3
921,Agent_3,"(9, 9)",3
922,Agent_0,"(9, 9)",-1
922,Agent_1,"(9, 9)",3
922,Agent_2,"(9, 9)",-2
922,Agent_3,"(9, 9)",3
923,Agent_0,"(9, 9)",1
923,Agent_1,"(9, 9)",-3
923,Agent_2,"(9, 9)",-1
923,Agent_3,"(9, 9)",1
924,Agent_0,"(9, 9)",-2
924,Agent_1,"(9, 9)",3
924,Agent_2,"(9, 9)",1
924,Agent_3,"(9, 9)",2
925,Agent_0,"(9, 9)",2
925,Agent_1,"(9, 9)",-1
925,Agent_2,"(9, 9)",3
925,Agent_3,"(9, 9)",-1
926,Agent_0,"(9, 9)",0
926,Agent_1,"(9, 9)",3
926,Agent_2,"(9, 9)",3
926,Agent_3,"(9, 9)",3
927,Agent_0,"(9, 9)",3
927,Agent_1,"(9, 9)",2
927,Agent_2,"(9, 9)",1
927,Agent_3,"(9, 9)",-1
928,Agent_0,"(9, 9)",-1
928,Agent_1,"(9, 9)",3
928,Agent_2,"(9, 9)",3
928,Agent_3,"(9, 9)",3
929,Agent_0,"(9, 9)",-1
929,Agent_1,"(9, 9)",2
929,Agent_2,"(9, 9)",-2
929,Agent_3,"(9, 9)",1
930,Agent_0,"(9, 9)",3
930,Agent_1,"(9, 9)",3
930,Agent_2,"(9, 9)",3
930,Agent_3,"(9, 9)",3
931,Agent_0,"(9, 9)",3
931,Agent_1,"(9, 9)",3
931,Agent_2,"(9, 9)",2
931,Agent_3,"(9, 9)",-1
932,Agent_0,"(9, 9)",3
932,Agent_1,"(9, 9)",3
932,Agent_2,"(9, 9)",3
932,Agent_3,"(9, 9)",3
933,Agent_0,"(9, 9)",3
933,Agent_1,"(9, 9)",-4
933,Agent_2,"(9, 9)",-3
933,Agent_3,"(9, 9)",0
934,Agent_0,"(9, 9)",3
934,Agent_1,"(9, 9)",2
934,Agent_2,"(9, 9)",3
934,Agent_3,"(9, 9)",0
935,Agent_0,"(9, 9)",3
935,Agent_1,"(9, 9)",1
935,Agent_2,"(9, 9)",1
935,Agent_3,"(9, 9)",3
936,Agent_0,"(9, 9)",3
936,Agent_1,"(9, 9)",3
936,Agent_2,"(9, 9)",3
936,Agent_3,"(9, 9)",0
937,Agent_0,"(9, 9)",3
937,Agent_1,"(9, 9)",3
937,Agent_2,"(9, 9)",0
937,Agent_3,"(9, 9)",-3
938,Agent_0,"(9, 9)",1
938,Agent_1,"(9, 9)",1
938,Agent_2,"(9, 9)",1
938,Agent_3,"(9, 9)",3
939,Agent_0,"(9, 9)",1
939,Agent_1,"(9, 9)",-2
939,Agent_2,"(9, 9)",0
939,Agent_3,"(9, 9)",3
940,Agent_0,"(9, 9)",1
940,Agent_1,"(9, 9)",1
940,Agent_2,"(9, 9)",3
940,Agent_3,"(9, 9)",1
941,Agent_0,"(9, 9)",1
941,Agent_1,"(9, 9)",1
941,Agent_2,"(9, 9)",1
941,Agent_3,"(9, 9)",2
942,Agent_0,"(9, 9)",3
942,Agent_1,"(9, 9)",0
942,Agent_2,"(9, 9)",3
942,Agent_3,"(9, 9)",1
943,Agent_0,"(9, 9)",-2
943,Agent_1,"(9, 9)",3
943,Agent_2,"(9, 9)",-1
943,Agent_3,"(9, 9)",-1
944,Agent_0,"(9, 9)",3
944,Agent_1,"(9, 9)",3
944,Agent_2,"(9, 9)",-4
944,Agent_3,"(9, 9)",1
945,Agent_0,"(9, 9)",3
945,Agent_1,"(9, 9)",3
945,Agent_2,"(9, 9)",3
