Episode,Agent,Position,Total Reward
370,Agent_3,"(9, 9)",0
371,Agent_0,"(9, 9)",2
371,Agent_1,"(9, 9)",2
371,Agent_2,"(9, 9)",0
371,Agent_3,"(9, 9)",-1
372,Agent_0,"(9, 9)",3
372,Agent_1,"(9, 9)",2
372,Agent_2,"(9, 9)",1
372,Agent_3,"(9, 9)",-2
373,Agent_0,"(9, 9)",3
373,Agent_1,"(9, 9)",-3
373,Agent_2,"(9, 9)",1
373,Agent_3,"(9, 9)",1
374,Agent_0,"(9, 9)",-1
374,Agent_1,"(9, 9)",3
374,Agent_2,"(9, 9)",2
374,Agent_3,"(9, 9)",3
375,Agent_0,"(9, 9)",1
375,Agent_1,"(9, 9)",1
375,Agent_2,"(9, 9)",3
375,Agent_3,"(9, 9)",3
376,Agent_0,"(9, 9)",-3
376,Agent_1,"(9, 9)",-2
376,Agent_2,"(9, 9)",1
376,Agent_3,"(9, 9)",1
377,Agent_0,"(9, 9)",-3
377,Agent_1,"(9, 9)",-3
377,Agent_2,"(9, 9)",1
377,Agent_3,"(9, 9)",1
378,Agent_0,"(9, 9)",-1
378,Agent_1,"(9, 9)",0
378,Agent_2,"(9, 9)",0
378,Agent_3,"(9, 9)",0
379,Agent_0,"(9, 9)",3
379,Agent_1,"(9, 9)",3
379,Agent_2,"(9, 9)",3
379,Agent_3,"(9, 9)",1
380,Agent_0,"(9, 9)",3
380,Agent_1,"(9, 9)",2
380,Agent_2,"(9, 9)",1
380,Agent_3,"(9, 9)",1
381,Agent_0,"(9, 9)",3
381,Agent_1,"(9, 9)",-1
381,Agent_2,"(9, 9)",3
381,Agent_3,"(9, 9)",3
382,Agent_0,"(9, 9)",0
382,Agent_1,"(9, 9)",1
382,Agent_2,"(9, 9)",3
382,Agent_3,"(9, 9)",1
383,Agent_0,"(9, 9)",3
383,Agent_1,"(9, 9)",-1
383,Agent_2,"(9, 9)",0
383,Agent_3,"(9, 9)",-1
384,Agent_0,"(9, 9)",2
384,Agent_1,"(9, 9)",1
384,Agent_2,"(9, 9)",3
384,Agent_3,"(9, 9)",3
385,Agent_0,"(9, 9)",3
385,Agent_1,"(9, 9)",-2
385,Agent_2,"(9, 9)",-5
385,Agent_3,"(9, 9)",2
386,Agent_0,"(9, 9)",3
386,Agent_1,"(9, 9)",-3
386,Agent_2,"(9, 9)",3
386,Agent_3,"(9, 9)",1
387,Agent_0,"(9, 9)",3
387,Agent_1,"(9, 9)",1
387,Agent_2,"(9, 9)",-4
387,Agent_3,"(9, 9)",3
388,Agent_0,"(9, 9)",1
388,Agent_1,"(9, 9)",-2
388,Agent_2,"(9, 9)",3
388,Agent_3,"(9, 9)",1
389,Agent_0,"(9, 9)",-1
389,Agent_1,"(9, 9)",3
389,Agent_2,"(9, 9)",-3
389,Agent_3,"(9, 9)",1
390,Agent_0,"(9, 9)",1
390,Agent_1,"(9, 9)",1
390,Agent_2,"(9, 9)",1
390,Agent_3,"(9, 9)",3
391,Agent_0,"(9, 9)",-1
391,Agent_1,"(9, 9)",-5
391,Agent_2,"(9, 9)",-1
391,Agent_3,"(9, 9)",1
392,Agent_0,"(9, 9)",3
392,Agent_1,"(9, 9)",2
392,Agent_2,"(9, 9)",1
392,Agent_3,"(9, 9)",-1
393,Agent_0,"(9, 9)",3
393,Agent_1,"(9, 9)",1
393,Agent_2,"(9, 9)",1
393,Agent_3,"(9, 9)",3
394,Agent_0,"(9, 9)",3
394,Agent_1,"(9, 9)",1
394,Agent_2,"(9, 9)",3
394,Agent_3,"(9, 9)",1
395,Agent_0,"(9, 9)",3
395,Agent_1,"(9, 9)",3
395,Agent_2,"(9, 9)",-1
395,Agent_3,"(9, 9)",1
396,Agent_0,"(9, 9)",1
396,Agent_1,"(9, 9)",-6
396,Agent_2,"(9, 9)",1
396,Agent_3,"(9, 9)",0
397,Agent_0,"(9, 9)",1
397,Agent_1,"(9, 9)",2
397,Agent_2,"(9, 9)",-3
397,Agent_3,"(9, 9)",-5
398,Agent_0,"(9, 9)",1
398,Agent_1,"(9, 9)",-1
398,Agent_2,"(9, 9)",-4
398,Agent_3,"(9, 9)",1
399,Agent_0,"(9, 9)",-4
399,Agent_1,"(9, 9)",-2
399,Agent_2,"(9, 9)",-3
399,Agent_3,"(9, 9)",1
400,Agent_0,"(9, 9)",1
400,Agent_1,"(9, 9)",1
400,Agent_2,"(9, 9)",-2
400,Agent_3,"(9, 9)",3
401,Agent_0,"(9, 9)",1
401,Agent_1,"(9, 9)",3
401,Agent_2,"(9, 9)",3
401,Agent_3,"(9, 9)",2
402,Agent_0,"(9, 9)",1
402,Agent_1,"(9, 9)",3
402,Agent_2,"(9, 9)",1
402,Agent_3,"(9, 9)",-5
403,Agent_0,"(9, 9)",1
403,Agent_1,"(9, 9)",-3
403,Agent_2,"(9, 9)",3
403,Agent_3,"(9, 9)",3
404,Agent_0,"(9, 9)",2
404,Agent_1,"(9, 9)",1
404,Agent_2,"(9, 9)",-1
404,Agent_3,"(9, 9)",0
405,Agent_0,"(9, 9)",1
405,Agent_1,"(9, 9)",0
405,Agent_2,"(9, 9)",-1
405,Agent_3,"(9, 9)",1
406,Agent_0,"(9, 9)",-1
406,Agent_1,"(9, 9)",1
406,Agent_2,"(9, 9)",3
406,Agent_3,"(9, 9)",-2
407,Agent_0,"(9, 9)",-1
407,Agent_1,"(9, 9)",1
407,Agent_2,"(9, 9)",3
407,Agent_3,"(9, 9)",-1
408,Agent_0,"(9, 9)",3
408,Agent_1,"(9, 9)",-3
408,Agent_2,"(9, 9)",0
408,Agent_3,"(9, 9)",-1
409,Agent_0,"(9, 9)",0
409,Agent_1,"(9, 9)",0
409,Agent_2,"(9, 9)",1
409,Agent_3,"(9, 9)",-1
410,Agent_0,"(9, 9)",3
410,Agent_1,"(9, 9)",0
410,Agent_2,"(9, 9)",3
410,Agent_3,"(9, 9)",3
411,Agent_0,"(9, 9)",-1
411,Agent_1,"(9, 9)",1
411,Agent_2,"(9, 9)",3
411,Agent_3,"(9, 9)",3
412,Agent_0,"(9, 9)",3
412,Agent_1,"(9, 9)",1
412,Agent_2,"(9, 9)",1
412,Agent_3,"(9, 9)",-1
413,Agent_0,"(9, 9)",-2
413,Agent_1,"(9, 9)",2
413,Agent_2,"(9, 9)",-1
413,Agent_3,"(9, 9)",-2
414,Agent_0,"(9, 9)",0
414,Agent_1,"(9, 9)",-1
414,Agent_2,"(9, 9)",1
414,Agent_3,"(9, 9)",1
415,Agent_0,"(9, 9)",1
415,Agent_1,"(9, 9)",3
415,Agent_2,"(9, 9)",0
415,Agent_3,"(9, 9)",3
416,Agent_0,"(9, 9)",2
416,Agent_1,"(9, 9)",-2
416,Agent_2,"(9, 9)",0
416,Agent_3,"(9, 9)",2
417,Agent_0,"(9, 9)",1
417,Agent_1,"(9, 9)",3
417,Agent_2,"(9, 9)",3
417,Agent_3,"(9, 9)",0
418,Agent_0,"(9, 9)",1
418,Agent_1,"(9, 9)",3
418,Agent_2,"(9, 9)",3
418,Agent_3,"(9, 9)",-4
419,Agent_0,"(9, 9)",1
419,Agent_1,"(9, 9)",2
419,Agent_2,"(9, 9)",3
419,Agent_3,"(9, 9)",3
420,Agent_0,"(9, 9)",1
420,Agent_1,"(9, 9)",0
420,Agent_2,"(9, 9)",0
420,Agent_3,"(9, 9)",2
421,Agent_0,"(9, 9)",-1
421,Agent_1,"(9, 9)",1
421,Agent_2,"(9, 9)",2
421,Agent_3,"(9, 9)",0
422,Agent_0,"(9, 9)",-1
422,Agent_1,"(9, 9)",3
422,Agent_2,"(9, 9)",1
422,Agent_3,"(9, 9)",-1
423,Agent_0,"(9, 9)",1
423,Agent_1,"(9, 9)",-7
423,Agent_2,"(9, 9)",-1
423,Agent_3,"(9, 9)",1
424,Agent_0,"(9, 9)",1
424,Agent_1,"(9, 9)",3
424,Agent_2,"(9, 9)",1
424,Agent_3,"(9, 9)",-7
425,Agent_0,"(9, 9)",3
425,Agent_1,"(9, 9)",0
425,Agent_2,"(9, 9)",1
425,Agent_3,"(9, 9)",2
426,Agent_0,"(9, 9)",1
426,Agent_1,"(9, 9)",3
426,Agent_2,"(9, 9)",3
426,Agent_3,"(9, 9)",-3
427,Agent_0,"(9, 9)",1
427,Agent_1,"(9, 9)",3
427,Agent_2,"(9, 9)",3
427,Agent_3,"(9, 9)",3
428,Agent_0,"(9, 9)",-3
428,Agent_1,"(9, 9)",1
428,Agent_2,"(9, 9)",3
428,Agent_3,"(9, 9)",-1
429,Agent_0,"(9, 9)",1
429,Agent_1,"(9, 9)",-3
429,Agent_2,"(9, 9)",-2
429,Agent_3,"(9, 9)",3
430,Agent_0,"(9, 9)",3
430,Agent_1,"(9, 9)",1
430,Agent_2,"(9, 9)",0
430,Agent_3,"(9, 9)",1
431,Agent_0,"(9, 9)",3
431,Agent_1,"(9, 9)",1
431,Agent_2,"(9, 9)",3
431,Agent_3,"(9, 9)",3
432,Agent_0,"(9, 9)",-1
432,Agent_1,"(9, 9)",3
432,Agent_2,"(9, 9)",0
432,Agent_3,"(9, 9)",-4
433,Agent_0,"(9, 9)",1
433,Agent_1,"(9, 9)",1
433,Agent_2,"(9, 9)",1
433,Agent_3,"(9, 9)",3
434,Agent_0,"(9, 9)",3
434,Agent_1,"(9, 9)",0
434,Agent_2,"(9, 9)",1
434,Agent_3,"(9, 9)",3
435,Agent_0,"(9, 9)",3
435,Agent_1,"(9, 9)",1
435,Agent_2,"(9, 9)",-6
435,Agent_3,"(9, 9)",0
436,Agent_0,"(9, 9)",-1
436,Agent_1,"(9, 9)",3
436,Agent_2,"(9, 9)",3
436,Agent_3,"(9, 9)",3
437,Agent_0,"(9, 9)",3
437,Agent_1,"(9, 9)",-7
437,Agent_2,"(9, 9)",-1
437,Agent_3,"(9, 9)",-1
438,Agent_0,"(9, 9)",3
438,Agent_1,"(9, 9)",1
438,Agent_2,"(9, 9)",0
438,Agent_3,"(9, 9)",-1
439,Agent_0,"(9, 9)",3
439,Agent_1,"(9, 9)",1
439,Agent_2,"(9, 9)",2
439,Agent_3,"(9, 9)",1
440,Agent_0,"(9, 9)",-2
440,Agent_1,"(9, 9)",1
440,Agent_2,"(9, 9)",-1
440,Agent_3,"(9, 9)",3
441,Agent_0,"(9, 9)",1
441,Agent_1,"(9, 9)",3
441,Agent_2,"(9, 9)",2
441,Agent_3,"(9, 9)",0
442,Agent_0,"(9, 9)",3
442,Agent_1,"(9, 9)",1
442,Agent_2,"(9, 9)",-1
442,Agent_3,"(9, 9)",3
443,Agent_0,"(9, 9)",3
443,Agent_1,"(9, 9)",-2
443,Agent_2,"(9, 9)",1
443,Agent_3,"(9, 9)",3
444,Agent_0,"(9, 9)",2
444,Agent_1,"(9, 9)",3
444,Agent_2,"(9, 9)",1
444,Agent_3,"(9, 9)",3
445,Agent_0,"(9, 9)",-4
445,Agent_1,"(9, 9)",3
445,Agent_2,"(9, 9)",-1
445,Agent_3,"(9, 9)",2
446,Agent_0,"(9, 9)",-4
446,Agent_1,"(9, 9)",1
446,Agent_2,"(9, 9)",3
446,Agent_3,"(9, 9)",-3
447,Agent_0,"(9, 9)",-1
447,Agent_1,"(9, 9)",2
447,Agent_2,"(9, 9)",1
447,Agent_3,"(9, 9)",1
448,Agent_0,"(9, 9)",1
448,Agent_1,"(9, 9)",-1
448,Agent_2,"(9, 9)",3
448,Agent_3,"(9, 9)",3
449,Agent_0,"(9, 9)",3
449,Agent_1,"(9, 9)",2
449,Agent_2,"(9, 9)",2
449,Agent_3,"(9, 9)",1
450,Agent_0,"(9, 9)",0
450,Agent_1,"(9, 9)",0
450,Agent_2,"(9, 9)",1
450,Agent_3,"(9, 9)",-1
451,Agent_0,"(9, 9)",3
451,Agent_1,"(9, 9)",-3
451,Agent_2,"(9, 9)",3
451,Agent_3,"(9, 9)",-1
452,Agent_0,"(9, 9)",1
452,Agent_1,"(9, 9)",-1
452,Agent_2,"(9, 9)",3
452,Agent_3,"(9, 9)",2
453,Agent_0,"(9, 9)",3
453,Agent_1,"(9, 9)",-1
453,Agent_2,"(9, 9)",1
453,Agent_3,"(9, 9)",3
454,Agent_0,"(9, 9)",-3
454,Agent_1,"(9, 9)",0
454,Agent_2,"(9, 9)",1
454,Agent_3,"(9, 9)",3
455,Agent_0,"(9, 9)",3
455,Agent_1,"(9, 9)",-1
455,Agent_2,"(9, 9)",3
455,Agent_3,"(9, 9)",-1
456,Agent_0,"(9, 9)",-1
456,Agent_1,"(9, 9)",0
456,Agent_2,"(9, 9)",3
456,Agent_3,"(9, 9)",-2
457,Agent_0,"(9, 9)",2
457,Agent_1,"(9, 9)",1
457,Agent_2,"(9, 9)",1
457,Agent_3,"(9, 9)",1
458,Agent_0,"(9, 9)",3
458,Agent_1,"(9, 9)",3
458,Agent_2,"(9, 9)",1
458,Agent_3,"(9, 9)",2
459,Agent_0,"(9, 9)",0
459,Agent_1,"(9, 9)",3
459,Agent_2,"(9, 9)",1
459,Agent_3,"(9, 9)",3
460,Agent_0,"(9, 9)",2
460,Agent_1,"(9, 9)",3
460,Agent_2,"(9, 9)",1
460,Agent_3,"(9, 9)",1
461,Agent_0,"(9, 9)",3
461,Agent_1,"(9, 9)",2
461,Agent_2,"(9, 9)",3
461,Agent_3,"(9, 9)",-3
462,Agent_0,"(9, 9)",3
462,Agent_1,"(9, 9)",3
462,Agent_2,"(9, 9)",1
462,Agent_3,"(9, 9)",1
463,Agent_0,"(9, 9)",3
463,Agent_1,"(9, 9)",2
463,Agent_2,"(9, 9)",3
463,Agent_3,"(9, 9)",3
464,Agent_0,"(9, 9)",1
464,Agent_1,"(9, 9)",-1
464,Agent_2,"(9, 9)",2
464,Agent_3,"(9, 9)",3
465,Agent_0,"(9, 9)",-1
465,Agent_1,"(9, 9)",1
465,Agent_2,"(9, 9)",-5
465,Agent_3,"(9, 9)",-2
466,Agent_0,"(9, 9)",2
466,Agent_1,"(9, 9)",2
466,Agent_2,"(9, 9)",3
466,Agent_3,"(9, 9)",3
467,Agent_0,"(9, 9)",3
467,Agent_1,"(9, 9)",2
467,Agent_2,"(9, 9)",3
467,Agent_3,"(9, 9)",1
468,Agent_0,"(9, 9)",1
468,Agent_1,"(9, 9)",2
468,Agent_2,"(9, 9)",0
468,Agent_3,"(9, 9)",3
469,Agent_0,"(9, 9)",-1
469,Agent_1,"(9, 9)",2
469,Agent_2,"(9, 9)",3
469,Agent_3,"(9, 9)",-1
470,Agent_0,"(9, 9)",1
470,Agent_1,"(9, 9)",1
470,Agent_2,"(9, 9)",3
470,Agent_3,"(9, 9)",3
471,Agent_0,"(9, 9)",3
471,Agent_1,"(9, 9)",1
471,Agent_2,"(9, 9)",2
471,Agent_3,"(9, 9)",1
472,Agent_0,"(9, 9)",1
472,Agent_1,"(9, 9)",-1
472,Agent_2,"(9, 9)",3
472,Agent_3,"(9, 9)",-4
473,Agent_0,"(9, 9)",0
473,Agent_1,"(9, 9)",3
473,Agent_2,"(9, 9)",3
473,Agent_3,"(9, 9)",3
474,Agent_0,"(9, 9)",-1
474,Agent_1,"(9, 9)",1
474,Agent_2,"(9, 9)",3
474,Agent_3,"(9, 9)",3
475,Agent_0,"(9, 9)",3
475,Agent_1,"(9, 9)",3
475,Agent_2,"(9, 9)",1
475,Agent_3,"(9, 9)",1
476,Agent_0,"(9, 9)",0
476,Agent_1,"(9, 9)",1
476,Agent_2,"(9, 9)",3
476,Agent_3,"(9, 9)",3
477,Agent_0,"(9, 9)",1
477,Agent_1,"(9, 9)",-1
477,Agent_2,"(9, 9)",3
477,Agent_3,"(9, 9)",-2
478,Agent_0,"(9, 9)",-4
478,Agent_1,"(9, 9)",3
478,Agent_2,"(9, 9)",3
478,Agent_3,"(9, 9)",3
479,Agent_0,"(9, 9)",3
479,Agent_1,"(9, 9)",-1
479,Agent_2,"(9, 9)",3
479,Agent_3,"(9, 9)",1
480,Agent_0,"(9, 9)",3
480,Agent_1,"(9, 9)",-3
480,Agent_2,"(9, 9)",-2
480,Agent_3,"(9, 9)",3
481,Agent_0,"(9, 9)",3
481,Agent_1,"(9, 9)",-3
481,Agent_2,"(9, 9)",2
481,Agent_3,"(9, 9)",-2
482,Agent_0,"(9, 9)",-2
482,Agent_1,"(9, 9)",-2
482,Agent_2,"(9, 9)",3
482,Agent_3,"(9, 9)",3
483,Agent_0,"(9, 9)",-3
483,Agent_1,"(9, 9)",1
483,Agent_2,"(9, 9)",1
483,Agent_3,"(9, 9)",1
484,Agent_0,"(9, 9)",2
484,Agent_1,"(9, 9)",2
484,Agent_2,"(9, 9)",1
484,Agent_3,"(9, 9)",1
485,Agent_0,"(9, 9)",-2
485,Agent_1,"(9, 9)",-3
485,Agent_2,"(9, 9)",-1
485,Agent_3,"(9, 9)",1
486,Agent_0,"(9, 9)",3
486,Agent_1,"(9, 9)",3
486,Agent_2,"(9, 9)",2
486,Agent_3,"(9, 9)",3
487,Agent_0,"(9, 9)",1
487,Agent_1,"(9, 9)",-5
487,Agent_2,"(9, 9)",1
487,Agent_3,"(9, 9)",-1
488,Agent_0,"(9, 9)",2
488,Agent_1,"(9, 9)",3
488,Agent_2,"(9, 9)",1
488,Agent_3,"(9, 9)",1
489,Agent_0,"(9, 9)",-1
489,Agent_1,"(9, 9)",1
489,Agent_2,"(9, 9)",2
489,Agent_3,"(9, 9)",3
490,Agent_0,"(9, 9)",1
490,Agent_1,"(9, 9)",1
490,Agent_2,"(9, 9)",-3
490,Agent_3,"(9, 9)",3
491,Agent_0,"(9, 9)",3
491,Agent_1,"(9, 9)",1
491,Agent_2,"(9, 9)",-2
491,Agent_3,"(9, 9)",1
492,Agent_0,"(9, 9)",2
492,Agent_1,"(9, 9)",3
492,Agent_2,"(9, 9)",-1
492,Agent_3,"(9, 9)",-1
493,Agent_0,"(9, 9)",3
493,Agent_1,"(9, 9)",1
493,Agent_2,"(9, 9)",3
493,Agent_3,"(9, 9)",3
494,Agent_0,"(9, 9)",1
494,Agent_1,"(9, 9)",-1
494,Agent_2,"(9, 9)",3
494,Agent_3,"(9, 9)",-1
495,Agent_0,"(9, 9)",-1
495,Agent_1,"(9, 9)",3
495,Agent_2,"(9, 9)",1
495,Agent_3,"(9, 9)",3
496,Agent_0,"(9, 9)",3
496,Agent_1,"(9, 9)",2
496,Agent_2,"(9, 9)",1
496,Agent_3,"(9, 9)",3
497,Agent_0,"(9, 9)",-1
497,Agent_1,"(9, 9)",3
497,Agent_2,"(9, 9)",3
497,Agent_3,"(9, 9)",2
498,Agent_0,"(9, 9)",2
498,Agent_1,"(9, 9)",3
498,Agent_2,"(9, 9)",1
498,Agent_3,"(9, 9)",-1
499,Agent_0,"(9, 9)",3
499,Agent_1,"(9, 9)",1
499,Agent_2,"(9, 9)",3
499,Agent_3,"(9, 9)",0
500,Agent_0,"(9, 9)",3
500,Agent_1,"(9, 9)",-2
500,Agent_2,"(9, 9)",3
500,Agent_3,"(9, 9)",1
501,Agent_0,"(9, 9)",-1
501,Agent_1,"(9, 9)",3
501,Agent_2,"(9, 9)",3
501,Agent_3,"(9, 9)",3
502,Agent_0,"(9, 9)",-1
502,Agent_1,"(9, 9)",0
502,Agent_2,"(9, 9)",1
502,Agent_3,"(9, 9)",2
503,Agent_0,"(9, 9)",3
503,Agent_1,"(9, 9)",1
503,Agent_2,"(9, 9)",1
503,Agent_3,"(9, 9)",-1
504,Agent_0,"(9, 9)",3
504,Agent_1,"(9, 9)",3
504,Agent_2,"(9, 9)",3
504,Agent_3,"(9, 9)",1
505,Agent_0,"(9, 9)",0
505,Agent_1,"(9, 9)",-1
505,Agent_2,"(9, 9)",3
505,Agent_3,"(9, 9)",2
506,Agent_0,"(9, 9)",1
506,Agent_1,"(9, 9)",-1
506,Agent_2,"(9, 9)",3
506,Agent_3,"(9, 9)",1
507,Agent_0,"(9, 9)",1
507,Agent_1,"(9, 9)",2
507,Agent_2,"(9, 9)",-1
507,Agent_3,"(9, 9)",3
508,Agent_0,"(9, 9)",0
508,Agent_1,"(9, 9)",1
508,Agent_2,"(9, 9)",3
508,Agent_3,"(9, 9)",2
509,Agent_0,"(9, 9)",2
509,Agent_1,"(9, 9)",1
509,Agent_2,"(9, 9)",1
509,Agent_3,"(9, 9)",3
510,Agent_0,"(9, 9)",3
510,Agent_1,"(9, 9)",-1
510,Agent_2,"(9, 9)",3
510,Agent_3,"(9, 9)",3
511,Agent_0,"(9, 9)",3
511,Agent_1,"(9, 9)",3
511,Agent_2,"(9, 9)",0
511,Agent_3,"(9, 9)",3
512,Agent_0,"(9, 9)",1
512,Agent_1,"(9, 9)",1
512,Agent_2,"(9, 9)",3
512,Agent_3,"(9, 9)",-1
513,Agent_0,"(9, 9)",-1
513,Agent_1,"(9, 9)",1
513,Agent_2,"(9, 9)",2
513,Agent_3,"(9, 9)",-1
514,Agent_0,"(9, 9)",-1
514,Agent_1,"(9, 9)",-2
514,Agent_2,"(9, 9)",0
514,Agent_3,"(9, 9)",3
515,Agent_0,"(9, 9)",1
515,Agent_1,"(9, 9)",1
515,Agent_2,"(9, 9)",3
515,Agent_3,"(9, 9)",1
516,Agent_0,"(9, 9)",1
516,Agent_1,"(9, 9)",1
516,Agent_2,"(9, 9)",1
516,Agent_3,"(9, 9)",2
517,Agent_0,"(9, 9)",1
517,Agent_1,"(9, 9)",3
517,Agent_2,"(9, 9)",2
517,Agent_3,"(9, 9)",3
518,Agent_0,"(9, 9)",-3
518,Agent_1,"(9, 9)",1
518,Agent_2,"(9, 9)",-1
518,Agent_3,"(9, 9)",1
519,Agent_0,"(9, 9)",2
519,Agent_1,"(9, 9)",-2
519,Agent_2,"(9, 9)",-1
519,Agent_3,"(9, 9)",3
520,Agent_0,"(9, 9)",1
520,Agent_1,"(9, 9)",1
520,Agent_2,"(9, 9)",1
520,Agent_3,"(9, 9)",1
521,Agent_0,"(9, 9)",3
521,Agent_1,"(9, 9)",1
521,Agent_2,"(9, 9)",3
521,Agent_3,"(9, 9)",1
522,Agent_0,"(9, 9)",2
522,Agent_1,"(9, 9)",1
522,Agent_2,"(9, 9)",-3
522,Agent_3,"(9, 9)",-1
523,Agent_0,"(9, 9)",2
523,Agent_1,"(9, 9)",-1
523,Agent_2,"(9, 9)",3
523,Agent_3,"(9, 9)",-1
524,Agent_0,"(9, 9)",2
524,Agent_1,"(9, 9)",-2
524,Agent_2,"(9, 9)",3
524,Agent_3,"(9, 9)",1
525,Agent_0,"(9, 9)",3
525,Agent_1,"(9, 9)",2
525,Agent_2,"(9, 9)",3
525,Agent_3,"(9, 9)",3
526,Agent_0,"(9, 9)",-4
526,Agent_1,"(9, 9)",1
526,Agent_2,"(9, 9)",3
526,Agent_3,"(9, 9)",0
527,Agent_0,"(9, 9)",-2
527,Agent_1,"(9, 9)",1
527,Agent_2,"(9, 9)",3
527,Agent_3,"(9, 9)",2
528,Agent_0,"(9, 9)",3
528,Agent_1,"(9, 9)",3
528,Agent_2,"(9, 9)",3
528,Agent_3,"(9, 9)",1
529,Agent_0,"(9, 9)",-1
529,Agent_1,"(9, 9)",3
529,Agent_2,"(9, 9)",2
529,Agent_3,"(9, 9)",3
530,Agent_0,"(9, 9)",1
530,Agent_1,"(9, 9)",-3
530,Agent_2,"(9, 9)",0
530,Agent_3,"(9, 9)",3
531,Agent_0,"(9, 9)",1
531,Agent_1,"(9, 9)",2
531,Agent_2,"(9, 9)",3
531,Agent_3,"(9, 9)",-1
532,Agent_0,"(9, 9)",0
532,Agent_1,"(9, 9)",1
532,Agent_2,"(9, 9)",1
532,Agent_3,"(9, 9)",1
533,Agent_0,"(9, 9)",1
533,Agent_1,"(9, 9)",1
533,Agent_2,"(9, 9)",3
533,Agent_3,"(9, 9)",-1
534,Agent_0,"(9, 9)",0
534,Agent_1,"(9, 9)",3
534,Agent_2,"(9, 9)",1
534,Agent_3,"(9, 9)",2
535,Agent_0,"(9, 9)",1
535,Agent_1,"(9, 9)",3
535,Agent_2,"(9, 9)",-1
535,Agent_3,"(9, 9)",1
536,Agent_0,"(9, 9)",2
536,Agent_1,"(9, 9)",1
536,Agent_2,"(9, 9)",1
536,Agent_3,"(9, 9)",1
537,Agent_0,"(9, 9)",3
537,Agent_1,"(9, 9)",0
537,Agent_2,"(9, 9)",3
537,Agent_3,"(9, 9)",1
538,Agent_0,"(9, 9)",1
538,Agent_1,"(9, 9)",3
538,Agent_2,"(9, 9)",0
538,Agent_3,"(9, 9)",3
539,Agent_0,"(9, 9)",1
539,Agent_1,"(9, 9)",1
539,Agent_2,"(9, 9)",1
539,Agent_3,"(9, 9)",1
540,Agent_0,"(9, 9)",1
540,Agent_1,"(9, 9)",2
540,Agent_2,"(9, 9)",1
540,Agent_3,"(9, 9)",1
541,Agent_0,"(9, 9)",1
541,Agent_1,"(9, 9)",1
541,Agent_2,"(9, 9)",3
541,Agent_3,"(9, 9)",3
542,Agent_0,"(9, 9)",-10
542,Agent_1,"(9, 9)",1
542,Agent_2,"(9, 9)",1
542,Agent_3,"(9, 9)",1
543,Agent_0,"(9, 9)",3
543,Agent_1,"(9, 9)",1
543,Agent_2,"(9, 9)",3
543,Agent_3,"(9, 9)",-2
544,Agent_0,"(9, 9)",3
544,Agent_1,"(9, 9)",1
544,Agent_2,"(9, 9)",3
544,Agent_3,"(9, 9)",-1
545,Agent_0,"(9, 9)",3
545,Agent_1,"(9, 9)",3
545,Agent_2,"(9, 9)",3
545,Agent_3,"(9, 9)",-1
546,Agent_0,"(9, 9)",1
546,Agent_1,"(9, 9)",3
546,Agent_2,"(9, 9)",1
546,Agent_3,"(9, 9)",1
547,Agent_0,"(9, 9)",1
547,Agent_1,"(9, 9)",3
547,Agent_2,"(9, 9)",-1
547,Agent_3,"(9, 9)",-2
548,Agent_0,"(9, 9)",3
548,Agent_1,"(9, 9)",0
548,Agent_2,"(9, 9)",3
548,Agent_3,"(9, 9)",0
549,Agent_0,"(9, 9)",3
549,Agent_1,"(9, 9)",0
549,Agent_2,"(9, 9)",2
549,Agent_3,"(9, 9)",1
550,Agent_0,"(9, 9)",3
550,Agent_1,"(9, 9)",3
550,Agent_2,"(9, 9)",3
550,Agent_3,"(9, 9)",3
551,Agent_0,"(9, 9)",1
551,Agent_1,"(9, 9)",-5
551,Agent_2,"(9, 9)",3
551,Agent_3,"(9, 9)",1
552,Agent_0,"(9, 9)",1
552,Agent_1,"(9, 9)",1
552,Agent_2,"(9, 9)",3
552,Agent_3,"(9, 9)",3
553,Agent_0,"(9, 9)",2
553,Agent_1,"(9, 9)",3
553,Agent_2,"(9, 9)",3
553,Agent_3,"(9, 9)",3
554,Agent_0,"(9, 9)",1
554,Agent_1,"(9, 9)",-1
554,Agent_2,"(9, 9)",3
554,Agent_3,"(9, 9)",1
555,Agent_0,"(9, 9)",-1
555,Agent_1,"(9, 9)",3
555,Agent_2,"(9, 9)",-2
555,Agent_3,"(9, 9)",-4
556,Agent_0,"(9, 9)",-1
556,Agent_1,"(9, 9)",0
556,Agent_2,"(9, 9)",-1
556,Agent_3,"(9, 9)",3
557,Agent_0,"(9, 9)",-3
557,Agent_1,"(9, 9)",1
557,Agent_2,"(9, 9)",-2
557,Agent_3,"(9, 9)",1
558,Agent_0,"(9, 9)",1
558,Agent_1,"(9, 9)",3
558,Agent_2,"(9, 9)",-1
558,Agent_3,"(9, 9)",-1
559,Agent_0,"(9, 9)",1
559,Agent_1,"(9, 9)",0
559,Agent_2,"(9, 9)",-1
559,Agent_3,"(9, 9)",2
560,Agent_0,"(9, 9)",-1
560,Agent_1,"(9, 9)",-2
560,Agent_2,"(9, 9)",3
560,Agent_3,"(9, 9)",-3
561,Agent_0,"(9, 9)",1
561,Agent_1,"(9, 9)",-5
561,Agent_2,"(9, 9)",-2
561,Agent_3,"(9, 9)",-1
562,Agent_0,"(9, 9)",1
